# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0,2.0,0.0,0,3.0,0,0.0,0.0,0.0
 0.08908518769507376,2.011904256,2.0,0.0,0.26725556308522125,2.9999999999999996,0,0.0,0.0,0.0
 0.12548053766753337,2.023618048,2.0,0.0,0.3764416130026001,3.000000000000001,0,0.0,0.0,0.0
 0.15306406501854045,2.035142912,2.0,0.0,0.45919219505562137,3.000000000000001,0,0.0,0.0,0.0
 0.17603102756805894,2.046480384,2.0,0.0,0.5280930827041769,3.0000000000000013,0,0.0,0.0,0.0
 0.19601360496999504,2.057632,2.0,0.0,0.5880408149099852,3.0,0,0.0,0.0,0.0
 0.21385243510420834,2.0685992959999995,2.0,0.0,0.6415573053126251,3.0000000000000018,0,0.0,0.0,0.0
 0.23004899188361272,2.079383808,2.0,0.0,0.6901469756508382,2.9999999999999947,0,0.0,0.0,0.0
 0.24493138086683183,2.0899870719999996,2.0,0.0,0.7347941426004955,2.9999999999999982,0,0.0,0.0,0.0
 0.2587284599729992,2.100410624,2.0,0.0,0.7761853799189976,3.000000000000002,0,0.0,0.0,0.0
 0.2716075600322392,2.1106559999999996,2.0,0.0,0.8148226800967177,3.0000000000000084,0,0.0,0.0,0.0
 0.2836955363295889,2.1207247359999997,2.0,0.0,0.8510866089887668,3.0,0,0.0,0.0,0.0
 0.2950913621236649,2.130618368,2.0,0.0,0.8852740863709948,3.000000000000005,0,0.0,0.0,0.0
 0.30587408302546065,2.1403384319999996,2.0,0.0,0.917622249076382,2.99999999999999,0,0.0,0.0,0.0
 0.3161080659099556,2.1498864639999993,2.0,0.0,0.9483241977298669,3.0,0,0.0,0.0,0.0
 0.32584658967066016,2.1592639999999994,2.0,0.0,0.9775397690119806,3.0000000000000058,0,0.0,0.0,0.0
 0.3351343770290749,2.168472575999999,2.0,0.0,1.0054031310872247,2.999999999999988,0,0.0,0.0,0.0
 0.34400942622744046,2.177513727999999,2.0,0.0,1.0320282786823214,3.0,0,0.0,0.0,0.0
 0.35250436593040896,2.1863889919999995,2.0,0.0,1.0575130977912268,2.9999999999999933,0,0.0,0.0,0.0
 0.36064747700027816,2.195099903999999,2.0,0.0,1.0819424310008343,2.9999999999999862,0,0.0,0.0,0.0
 0.3684634762542044,2.203647999999999,2.0,0.0,1.105390428762613,3.000000000000007,0,0.0,0.0,0.0
 0.3759741267693822,2.212034815999999,2.0,0.0,1.1279223803081466,3.000000000000022,0,0.0,0.0,0.0
 0.3831987195524877,2.220261887999999,2.0,0.0,1.149596158657463,2.9999999999999845,0,0.0,0.0,0.0
 0.3901544583025197,2.228330751999999,2.0,0.0,1.170463374907559,2.999999999999992,0,0.0,0.0,0.0
 0.39685677013249954,2.2362429439999993,2.0,0.0,1.1905703103974985,3.0,0,0.0,0.0,0.0
 0.40331955899344374,2.243999999999999,2.0,0.0,1.209958676980331,2.9999999999999827,0,0.0,0.0,0.0
 0.4095554142400426,2.2516034559999993,2.0,0.0,1.2286662427201276,3.0,0,0.0,0.0,0.0
 0.4155757837025629,2.259054847999999,2.0,0.0,1.2467273511076884,3.0,0,0.0,0.0,0.0
 0.4213911184003125,2.2663557119999993,2.0,0.0,1.2641733552009373,3.0,0,0.0,0.0,0.0
 0.4270109943939765,2.273507583999999,2.0,0.0,1.2810329831819294,3.0000000000000195,0,0.0,0.0,0.0
 0.43244421605566574,2.280511999999999,2.0,0.0,1.2973326481669971,3.0,0,0.0,0.0,0.0
 0.43769890411864865,2.287370495999999,2.0,0.0,1.3130967123559458,3.0,0,0.0,0.0,0.0
 0.44278257117159964,2.294084607999999,2.0,0.0,1.3283477135147987,2.999999999999989,0,0.0,0.0,0.0
 0.4477021867268455,2.3006558719999988,2.0,0.0,1.3431065601805363,3.000000000000011,0,0.0,0.0,0.0
 0.45246423357726945,2.3070858239999987,2.0,0.0,1.3573927007318083,3.0000000000000115,0,0.0,0.0,0.0
 0.457074756832329,2.313375999999999,2.0,0.0,1.3712242704969868,2.999999999999964,0,0.0,0.0,0.0
 0.461539406768262,2.3195279359999987,2.0,0.0,1.3846182203047857,2.999999999999975,0,0.0,0.0,0.0
 0.46586347642487064,2.325543167999999,2.0,0.0,1.3975904292746115,2.999999999999987,0,0.0,0.0,0.0
 0.4700519347192739,2.331423231999999,2.0,0.0,1.4101558041578215,3.0000000000000266,0,0.0,0.0,0.0
 0.4741094557167145,2.337169663999999,2.0,0.0,1.4223283671501432,3.0000000000000138,0,0.0,0.0,0.0
 0.4780404445929924,2.3427839999999986,2.0,0.0,1.4341213337789769,2.999999999999986,0,0.0,0.0,0.0
 0.4818490607372112,2.348267775999999,2.0,0.0,1.445547182211633,2.999999999999942,0,0.0,0.0,0.0
 0.4855392383731711,2.3536225279999985,2.0,0.0,1.456617715119513,3.00000000000006,0,0.0,0.0,0.0
 0.4891147050198612,2.3588497919999987,2.0,0.0,1.4673441150595832,2.9999999999999534,0,0.0,0.0,0.0
 0.49257899806359223,2.3639511039999985,2.0,0.0,1.4777369941907763,3.000000000000016,0,0.0,0.0,0.0
 0.4959354796745229,2.3689279999999986,2.0,0.0,1.4878064390235681,2.9999999999999503,0,0.0,0.0,0.0
 0.4991873502670773,2.3737820159999985,2.0,0.0,1.4975620508012313,3.0,0,0.0,0.0,0.0
